id,title,content,label,sentences,key_sentence
1677,Ai_được_đón_tại_sân_đỗ_máy_bay,'',7,30,7
1678,Cô_gái_20_tuổi_chết_thảm_sau_va_chạm_trên_đường_phố_ở_Sài_Gòn,'',7,11,7
1679,Tạm_giữ_hình_sự_thanh_niên_dùng_ngón_tay_giả_làm_hung_khí_cướp_xe_của_tài_xế_GrabBike_tại_Sài_Gòn,'',7,13,7
1680,"Vụ_người_phụ_nữ_bán_cá_bị_sát_hại_Người_đi_cùng_hoảng_loạn,_nhập_viện_cấp_cứu",'',7,11,7
1681,8X_ở_Cần_Thơ_đâm_chết_người_vì_tép_ma_tuý,'',7,11,7
1682,Người_phụ_nữ_bị_VKS_kháng_nghị_tăng_án_lên_tử_hình,'',7,14,7
1683,Vụ_cháu_gái_14_tuổi_bị_2_chú_ruột_hiếp_dâm_nhiều_lần_ở_Cần_Thơ_Gia_đình_nói_gì,'',7,18,7
1684,Nóng_Nghi_phạm_đâm_chết_bạn_thân_tại_phòng_trọ_ở_Sài_Gòn_đã_sa_lưới_công_an,'',7,14,7
1685,"Thầy_giáo_buôn_ma_túy_bật_khóc,_tự_nguyện_nhận_án_tử_hình",'',7,16,7
1686,Cánh_tay_đứt_lìa_của_nữ_sinh_trong_vụ_tai_nạn_xe_khách_trên_đèo_Hải_Vân_đã_được_nối_lại_thành_công,'',7,16,7
1687,Nhóm_giang_hồ_đi_ô_tô_truy_sát_khiến_2_người_thương_vong_ở_Sài_Gòn,'',7,11,7
1688,Vụ_cưỡng_đoạt_70_nghìn_USD_của_doanh_nghiệp_Nữ_PV_viên_đã_'mặc_cả'_gần_2_tháng,'',7,16,7
1689,Vì_sao_DN_phải_đưa_70.000_USD_cho_nữ_PV_Báo_Thương_hiệu_Công_luận,'',7,12,7
1690,Nữ_xế_lái_xe_Lexus_đâm_liên_hoàn_đối_mặt_với_hình_phạt_nào,'',7,11,7
1691,Trầm_Bê_lại_gây_thiệt_hại_hơn_9.250_lượng_vàng_của_Phương_Nam_bank,'',7,14,7
1692,"Vũ_'nhôm'_lĩnh_17_năm_tù,_Trần_Phương_Bình_nhận_án_chung_thân",'',7,79,7
1693,"Kêu_gọi_quyên_góp_áo_ấm_cho_trẻ_em_vùng_cao,_cô_giáo_trẻ_nhận_về_cả_đống_đồ_lót_cũ_rách_khiến_nhiều_người_không_khỏi_nhíu_mày",'',7,32,7
1694,Tiếng_khóc_xé_lòng_tiễn_sinh_viên_tử_nạn_ở_đèo_Hải_Vân_về_quê,'',7,18,7
1695,Vụ_người_phụ_nữ_bán_cá_bị_chặn_xe_sát_hại_cướp_túi_xách_Nghi_phạm_chủ_động_gọi_điện_hẹn_ra_cánh_đồng_vắng_rồi_gây_án,'',7,11,7
1696,70_ngày_lần_theo_110_thẻ_cào_để_lật_tẩy_vụ_án_Phan_Văn_Vĩnh,'',7,30,7
1697,"Phạm_Công_Danh_‘Bị_cáo_dám_làm,_dám_chịu’",'',7,26,7
1698,105_ngày_bí_mật_điều_tra_công_ty_bình_phong_của_Tổng_cục_Cảnh_sát,'',7,37,7
1699,"Có_thời_điểm,_gần_50_tài_xế_container_dùng_ma_túy",'',7,15,7
1700,Phạm_Công_Danh_nói_đã_‘cứu_nền_an_ninh_tiền_tệ_quốc_gia’,'',7,18,7
1701,Cảnh_sát_giải_cứu_tên_cướp_kẹt_dưới_cống_ở_Sài_Gòn,'',7,12,7
1702,Kế_hoạch_tàn_độc_của_người_cha_và_cái_Tết_cuối_cùng_của_bé_trai_tội_nghiệp,'',7,21,7
1703,"Đập_tan_những_âm_mưu,_ảo_vọng_của_tổ_chức_'Chính_phủ_quốc_gia_Việt_Nam_lâm_thời'",'',7,20,7
1704,Vụ_Phạm_Công_Danh_Tiền_thu_hồi_có_phải_là_vật_chứng_vụ_án,'',7,14,7
1705,Nhân_chứng_kể_lại_vụ_con_nợ_xả_súng_kinh_hoàng_khiến_chủ_nợ_tử_vong,'',7,14,7
1706,"Vụ_thanh_niên_dùng_súng_cướp_1,5_tỷ_đồng_của_ngân_hàng_ở_Sài_Gòn_Đốt_xe_máy_rồi_lấy_tiền_tẩu_thoát",'',7,22,7
1707,Bắt_tạm_giam_2_anh_em_ruột_xâm_hại_tình_dục_bé_gái_14_tuổi,'',7,13,7
1708,Bố_giết_con_4_tuổi_Tờ_giấy_xét_nghiệm_ADN_và_phút_nức_nở_của_người_bố_máu_lạnh,'',7,20,7
1709,Xác_minh_danh_tính_người_bố_đánh_con_gái_7_tuổi_tại_bệnh_viện_ở_Bắc_Ninh,'',7,17,7
1710,Cấp_dưới_tố_bị_nam_hiệu_trưởng_cưỡng_dâm_nhiều_năm_liền_'Tôi_có_rất_nhiều_file_ghi_âm','',7,19,7
1711,"Bảo_vệ_Ga_Sài_Gòn_bị_tố_lừa_tiền,_lấy_xe_máy_của_khách",'',7,17,7
1712,Con_trai_đôi_vợ_chồng_tử_vong_sau_tai_nạn_liên_hoàn_'Mọi_khi_bố_mẹ_tôi_đi_xe_buýt_nhưng_hôm_ấy_không_hiểu_sao_lại_đi_xe_máy','',7,17,7
1713,"Cháy_lớn_ở_cửa_hàng_xe_máy,_xe_đạp_điện_ở_Mỹ_Tho",'',7,12,7
1714,Yêu_cầu_cưỡng_chế_kè_biệt_thự_đồi_5_sao_uy_hiếp_dân_cư_ở_Nha_Trang,'',7,17,7
1715,Người_đàn_ông_hiếp_dâm_bé_gái_14_tuổi_rồi_bỏ_trốn,'',7,12,7
1716,Tang_lễ_nạn_nhân_vụ_đánh_bom_ở_Ai_Cập_Đau_đớn_cuộc_sinh_ly_tử_biệt,'',7,11,7
1717,Trích_xuất_camera_truy_tìm_xe_Range_Rover_đâm_nữ_sinh_rồi_bỏ_trốn,'',7,16,7
1718,Bố_lập_mưu_giết_con_trai_4_tuổi_Cuộc_đời_bất_hạnh_của_người_mẹ_yêu_nhầm_sở_khanh,'',7,21,7
1719,Người_chồng_dìm_chết_vợ_dưới_mương_nước_bởi_5_thanh_tre_đã_tự_tử,'',7,13,7
1720,Đề_nghị_truy_tố_tội_giết_người_nam_giáo_viên_sát_hại_bạn_gái_giữa_đường_vì_bị_từ_hôn_ở_Sài_Gòn,'',7,17,7
1721,Hàng_loạt_nam_sinh_tố_bị_thầy_hiệu_trưởng_lạm_dụng_tình_dục_'Sợ_bị_đuổi_học_nên_không_dám_nói_cho_ai','',7,23,7
1722,Điểm_mặt_những_cựu_tướng_công_an_'ngã_ngựa'_do_liên_quan_Vũ_'nhôm','',7,15,7
1723,Hơi_ấm_từ_bàn_tay_người_chỉ_huy_và_lời_hối_hận_muộn_màng_của_kẻ_thủ_ác,'',7,41,7
1724,"Long_An_Đột_nhập_nhà_dân_nhưng_bị_phát_hiện,_tên_cướp_đâm_thủng_tim_gan_người_phụ_nữ",'',7,16,7
1725,Phạm_Công_Danh_'Chúng_tôi_chỉ_là_người_giải_quyết_hậu_quả','',7,12,7
1726,Bí_ẩn_người_cầm_đầu_đường_dây_buôn_lậu_xăng_dầu_khủng,'',7,18,7
1727,Tài_xế_container_tông_chết_người_ở_Long_An_không_thừa_nhận_dùng_heroin,'',7,13,7
1728,Vụ_bé_trai_19_tháng_tuổi_bị_bảo_mẫu_tát_sưng_mặt_Gia_đình_không_chấp_nhận_lời_xin_lỗi,'',7,15,7
1729,"Bão_số_1_áp_sát_miền_Tây_Sập_nhà,_1_người_chết",'',7,12,7
1730,"Dự_báo_thời_tiết_51_Hà_Nội_mưa_phùn,_bão_số_1_đi_vào_Thái_Lan",'',7,23,7
1731,Container_gây_tai_nạn_ở_Long_An_Số_phận_khác_người_của_tài_xế_Hiếu,'',7,14,7
1732,Xôn_xao_việc_bố_quay_clip_con_trai_'lái'_xe_tải_băng_băng_trên_đường_Chỉ_là_diễn_vì_xe_được_kéo_đi,'',7,13,7
1733,"Sau_rét_đậm_kỷ_lục,_miền_Bắc_có_còn_nắng_đổ_lửa_giữa_mùa_đông",'',7,12,7
1734,Tài_xế_đang_cai_nghiện_'Vì_cơm_áo_gạo_tiền_nên_phải_dùng_ma_túy','',7,41,7
1735,"VKS_đề_nghị_xem_xét_thái_độ_ngoan_cố,_vu_khống_của_Vũ_'nhôm'",'',7,29,7
1736,Chân_dung_đối_tượng_lừa_bán_cháu_bé_14_tuổi_sang_Trung_Quốc,'',7,30,7
1737,Luật_sư_kiến_nghị_cho_tài_xế_container_tông_xe_Innova_được_tại_ngoại,'',7,15,7
1738,Nguyên_Phó_chủ_nhiệm_UBKT_TƯ_Chúng_tôi_bị_nhắn_tin_rằng_không_dừng_vụ_đó_nhất_định_sẽ_gặp_tai_nạn_ôtô,'',7,48,7
1739,Bộ_trưởng_GTVT_'giãi_bày'_về_vụ_tai_nạn_thảm_khốc_ở_Long_An,'',7,14,7
1740,"Hà_Giang_Sản_phụ_chủ_quan_không_đến_viện_khiến_thai_nhi_39_tuần_tử_vong,_mẹ_phải_cắt_tử_cung",'',7,22,7
1741,"Nhiều_tài_xế_đường_dài,_bỏ_nghề_nếu_không_dùng…_ma_túy",'',7,43,7
1742,"Vào_thế_giới_bán_trứng,_mang_thai_hộ_Cơ_quan_quản_lý_lên_tiếng",'',7,31,7
1743,Người_phụ_nữ_mang_thai_bị_xe_tải_cán_chết_thảm,'',7,11,7
1744,Phó_thủ_tướng_'Xem_xét_trách_nhiệm_cả_tài_xế_và_chủ_xe_container','',7,11,7
1745,"Bạc_Liêu_ngập_kỷ_lục,_Cà_Mau_bè_cá_bị_trôi_do_bão_số_1",'',7,15,7
1746,Nạn_nhân_container_‘điên’_ở_Long_An_Đau_đớn_nhìn_vợ_mới_cưới_3_ngày_nằm_bất_động,'',7,24,7
1747,Tai_nạn_kinh_hoàng_ở_Long_An_Ai_phải_bồi_thường_cho_các_nạn_nhân,'',7,15,7
1748,Sự_thật_về_3_sổ_khám_bệnh_tâm_thần_của_đối_tượng_gây_trọng_án,'',7,15,7
1749,Ông_Trần_Quí_Thanh_không_đồng_ý_trả_194_tỷ_đồng_cho_Phạm_Công_Danh,'',7,12,7
1750,Vũ_'nhôm'_tiếp_tục_xin_giấy_bút_để_ghi_chép,'',7,16,7
1751,Vụ_xe_container_tông_đoàn_xe_máy_chờ_đèn_đỏ_Một_nạn_nhân_biến_chứng_nguy_hiểm,'',7,14,7
1752,Bộ_Quốc_phòng_sắp_xếp_lại_hàng_loạt_đơn_vị,'',7,15,7
1753,Thai_phụ_vụ_container_tông_21_xe_máy_ám_ảnh_nhớ_lại_'Chân_của_một_người_chết_đè_lên_chân_tôi','',7,15,7
1754,Xe_khách_leo_lề_tông_chết_người_Dang_dở_ước_mơ_của_cô_giáo_trẻ,'',7,23,7
1755,"Miền_Bắc_tăng_nhiệt,_miền_Trung_giảm_mưa",'',7,15,7
1756,"11_ngày,_lính_Pôn_Pốt_đã_giết_hại_trên_3_nghìn_người_dân_An_Giang",'',7,15,7
1757,"Dự_báo_thời_tiết_41_Hà_Nội_ấm_dần,_bão_di_chuyển_giật_cấp_11",'',7,22,7
1758,Phó_thủ_tướng_yêu_cầu_tài_xế_kinh_doanh_vận_tải_cần_có_giấy_phép,'',7,14,7
1759,12_người_buôn_lậu_xăng_dầu_2.000_tỷ_đồng_ở_Bình_Thuận_hầu_tòa,'',7,12,7
1760,"Đến_nhà_người_tình_thăm_con_riêng,_bị_trai_làng_đâm_chết",'',7,22,7
1761,Bắt_hung_thủ_đâm_chết_người_đàn_ông_khi_đang_tâm_sự_với_người_tình,'',7,18,7
1762,Tai_nạn_thảm_khốc_ở_Long_An_Xét_nghiệm_ma_túy_kiểu_gì_chính_xác,'',7,14,7
1763,"'Bệnh_viện_nói_để_nguyên_như_bệnh_viện_giao_về_mà_liệm,_đừng_mở_ra_nữa'",'',7,19,7
1764,Bất_ngờ_lời_khai_của_người_được_thuê_chở_xác_nạn_nhân_đi_phi_tang,'',7,45,7
1765,Vụ_trộm_hơn_8_tỉ_đồng_ở_Vĩnh_Long_Xuất_hiện_thêm_những_tình_tiết_mới,'',7,13,7
1766,Cơ_sở_để_tài_xế_xe_container_Lê_Ngọc_Hoàng_có_thể_được_tại_ngoại,'',7,12,7
1767,Công_nghệ_làm_giá_đỗ_'siêu_tốc'_với..._hóa_chất_Trung_Quốc,'',7,27,7
1768,Chuyến_xe_định_mệnh_của_tài_xế_GrabBike_trước_khi_thiệt_mạng_dưới_bánh_container_ở_Long_An,'',7,33,7
1769,"Bắt_nghi_can_giết_nữ_MC,_giấu_xác_dưới_mương",'',7,15,7
1770,Xe_container_tông_4_người_chết_ở_Long_An_'Thần_chết'_đã_nhiều_lần_gõ_cửa,'',7,24,7
1771,Nạn_nhân_vụ_container_tông_nhiều_xe_máy_ở_Long_An_chuyển_tới_BV_Chợ_Rẫy_đã_lên_14_người,'',7,14,7
1772,Kỹ_sư_Lê_Văn_Tạch_Xe_container_gây_tai_nạn_tại_Long_An_không_thể_mất_phanh,'',7,21,7
1773,Nhận_dạng_nghi_can_trộm_8_tỷ_ở_Vĩnh_Long,'',7,13,7
1774,"Nhờ_luật_Người_cao_tuổi,_cựu_Phó_thống_đốc_NHNN_hưởng_3_năm_tù_treo",'',7,17,7
1775,Hà_Nội_Tù_chung_thân_cho_kẻ_trộm_điện_thoại_xong_đi_qua_lán_trại_đánh_tử_vong_hàng_xóm_rồi_đốt_phi_tang,'',7,29,7
1776,Vụ_người_đàn_ông_bị_đâm_tử_vong_khi_đến_chơi_nhà_bạn_gái_Xót_xa_hoàn_cảnh_của_nạn_nhân,'',7,22,7
1777,Phan_Văn_Anh_Vũ_'Bị_cáo_mệt_mỏi_vì_không_được_đối_xử_công_bằng','',7,35,7
1778,Chân_dung_kẻ_môi_giới_mua_bán_thận_vừa_bị_bắt_ở_Hà_Nội,'',7,15,7
1779,Đại_án_NH_Đông_Á_Lời_bào_chữa_của_2_nữ_bị_cáo,'',7,32,7
1780,Bi_kịch_của_người_phụ_nữ_'cả_giận_mất_khôn'_vì_ghen,'',7,96,7
1781,Vụ_container_tông_hàng_loạt_xe_máy_Chiếc_xe_'điên'_lao_như_sóng_thần,'',7,25,7
1782,"Xe_container_tông_25_xe_máy_dừng_đèn_đỏ_ở_Long_An,_6_người_chết,_23_bị_thương",'',7,11,7
1783,Hai_anh_em_nhiều_lần_hiếp_dâm_cháu_gái_ruột,'',7,13,7
1784,Buổi_sáng_gây_tội_của_người_bố_với_con_gái,'',7,16,7
1785,Tai_nạn_thảm_khốc_4_người_chết_ở_Long_An_Xác_định_danh_tính_17_nạn_nhân,'',7,31,7
1786,Nữ_sinh_thanh_nhạc_19_tuổi_kể_chuyện_hạ_gục_2_tên_cướp_bằng_võ_Vovinam_'Mình_đạp_ngã_xe_rồi_đánh_cho_tới_khi_lấy_lại_được_điện_thoại_mới_thôi!','',7,45,7
1787,Vụ_người_đàn_ông_sát_hại_người_tình_rồi_đi_đầu_thú_Hé_lộ_những_bí_mật_từ_lời_khai_hung_thủ,'',7,26,7
1788,Vũ_‘nhôm’_công_khai_chuyện_‘tuyệt_mật’,'',7,39,7
1789,"Mạo_danh_cán_bộ_ngân_hàng,_cặp_tình_nhân_lừa_hơn_400_triệu_đồng_tiền_làm_thủ_tục_vay_vốn",'',7,35,7
1790,Điều_ít_biết_về_trận_chiến_khốc_liệt_đánh_vào_sào_huyệt_trùm_ma_túy_ở_Lóng_Luông,'',7,40,7
1791,Hàng_loạt_cán_bộ_'nhúng_chàm'_ăn_tiền_làm_thủy_điện_Sơn_La_hầu_tòa,'',7,12,7
1792,"Ẩu_đả_tại_cây_xăng,_1_người_tử_vong",'',7,16,7
1793,"Người_thân_các_nạn_nhân_tử_vong_trong_vụ_tai_nạn_kinh_hoàng_ở_Long_An_khóc_ngất_tại_bệnh_viện_'Con_ơi,_sao_bỏ_bố_mẹ_mà_đi...'",'',7,20,7
1794,Lực_lượng_363__'Quả_đấm_thép'_Công_an_TP_HCM_nhắm_vào_tội_phạm_dịp_Tết,'',7,26,7
1795,"Dự_báo_thời_tiết_31_Hà_Nội_rét_đậm,_bão_số_1_giật_cấp_11",'',7,27,7
1796,"Tài_xế_container_tông_hàng_chục_xe_máy_khiến_4_người_chết,_18_người_bị_thương_đã_ra_công_an_trình_diện",'',7,11,7
1797,"Tình_người_giữa_đau_thương_Anh_xe_ôm_ở_Long_An_bỏ_hết_công_việc,_bồng_bế_từng_nạn_nhân_lên_xe_cấp_cứu_vào_bệnh_viện",'',7,19,7
1798,"Họp_báo_vụ_tai_nạn_thảm_khốc_tại_Long_An_Sẽ_khởi_tố_vụ_án_để_điều_tra,_kêu_gọi_tài_xế_ra_trình_diện",'',7,38,7
1799,Tai_nạn_thảm_khốc_tại_Long_An_Xe_container_chạy_tốc_độ_45_kmh,'',7,15,7
1800,Phan_Văn_Anh_Vũ_'Bị_cáo_chỉ_là_nạn_nhân','',7,24,7
1801,Thủ_phạm_cướp_ngân_hàng_ở_Bình_Thạnh_là_đôi_nam_nữ,'',7,12,7
1802,Bác_sĩ_Hoàng_Công_Lương_bị_truy_tố_đến_10_năm_tù,'',7,18,7
1803,Vụ_cướp_tại_ngân_hàng_Việt_Á_ở_Sài_Gòn_diễn_ra_trong_3_phút,'',7,15,7
1804,"Bão_Pabuk_sẽ_gây_mưa_lớn,_giông_lốc_ở_Nam_Bộ",'',7,21,7
1805,"Vào_thế_giới_bán_trứng,_mang_thai_hộ_Đường_đến_phòng_khám_bác_sĩ_Hiền",'',7,26,7
1806,Thú_chơi_dát_vàng_lên_thân_cây_sống_'Không_ai_vì_một_chỉ_vàng_mà_làm_hỏng_cây_cả_tỷ_đồng','',7,12,7
1807,Sài_Gòn_có_nguy_cơ_ngập_vào_Tết_Kỷ_Hợi_2019_do_triều_cường,'',7,13,7
1808,Thời_Tiết_dịp_Tết_Nguyên_đán_Kỷ_Hợi_ở_3_miền_sẽ_ra_sao,'',7,12,7
1809,3_sinh_viên_'đánh_bẫy'_lớn_lừa_300_người_ra_sao,'',7,14,7
1810,Vũ_'nhôm'_bị_đề_nghị_1517_năm_tù,'',7,31,7
1811,"Nộp_lại_203_tỷ,_Vũ_'nhôm'_có_được_giảm_nhẹ_trách_nhiệm",'',7,19,7
1812,Hình_phạt_tàn_khốc_của_nhóm_tín_dụng_đen_lớn_nhất_nước,'',7,26,7
1813,9_du_khách_bị_trúng_bom_ở_Ai_Cập_về_tới_TP_HCM,'',7,25,7
1814,"Sợ_hãi_khi_phải_lấy_máu_trong_bệnh_viện,_bé_gái_bị_bố_tát_dã_man_ngay_trước_mặt_các_bác_sĩ_khiến_nhiều_người_phẫn_nộ",'',7,19,7
1815,Gã_chồng_cắt_gân_chân_vợ_do_ghen_tuông_lĩnh_27_tháng_tù,'',7,13,7
1816,"Vụ_Hoa_hậu_Phương_Nga_Không_có_Hợp_đồng_tình_cảm,_vụ_án_sẽ_đi_về_đâu",'',7,14,7
1817,"Ám_ảnh_lời_cầu_xin_của_nam_bảo_vệ_trước_khi_bị_nhóm_sát_thủ_giết_hại,_chôn_xác",'',7,12,7
1818,Người_phụ_nữ_yêu_cầu_bồi_thường_hơn_1_tỷ_đồng_cho_chồng_bị_oan_17_năm,'',7,12,7
1819,Hơn_13_giờ_khống_chế_đám_cháy_âm_ỉ_ở_quán_karaoke_9_tầng,'',7,12,7
1820,Bầu_trời_Sài_Gòn_rực_sáng_pháo_hoa_chào_năm_2019,'',7,31,7
1821,"Vùng_áp_thấp_lại_mạnh_lên_thành_áp_thấp_nhiệt_đới,_rét_đậm,_rét_hại_kéo_dài_đến_ngày_412019",'',7,51,7
1822,"Dự_báo_thời_tiết_Tết_Dương_lịch_112019_Miền_Bắc_lạnh_cắt_da_cắt_thịt,_vùng_núi_có_có_băng_giá",'',7,11,7
1823,Thủ_tướng_Nguyễn_Xuân_Phúc_Tạo_nền_tảng_cho_phát_triển_nhanh_và_bền_vững,'',7,134,7
1824,Hé_lộ_nguyên_nhân_em_trai_giết_anh_ruột_và_sát_hại_mẹ_nuôi,'',7,19,7
1825,Phó_chủ_‎tịch_HĐND_phường_bị_bắn_Làm_rõ_trách_nhiệm_quản_lý_súng,'',7,12,7
1826,Thiếu_tướng_Phan_Anh_Minh_nói_về_xã_hội_đen_cho_vay_nặng_lãi,'',7,26,7
1827,Nữ_MC_đám_cưới_bị_sát_hại_dã_man_Người_mẹ_kể_về_giấc_mộng_ác,'',7,23,7
1828,"Mưa_lũ_hoành_hành_Nam_Trung_Bộ,_4_người_chết",'',7,12,7
1829,Vụ_sạt_lở_3_người_chết_cùng_một_nhà_Lạc_giọng_giữa_đêm_khuya_không_tiếng_đáp_lại,'',7,20,7
1830,Miền_Bắc_tiếp_tục_rét_hại_kéo_dài,'',7,11,7
1831,"Lái_xe_Range_Rover_vượt_đèn_đỏ,_đâm_nữ_sinh_nguy_kịch_rồi_bỏ_chạy_chỉ_bị_phạt_vài_triệu_đồng",'',7,14,7
1832,Xe_chở_du_khách_Việt_bị_đánh_bom_Không_thể_hủy_hết_tour_đến_Ai_Cập,'',7,14,7
1833,"Dự_báo_thời_tiết_3112_Hà_Nội_giảm_mưa,_trời_rét_hại",'',7,23,7
1834,"Cháy_karaoke_9_tầng_lớn_nhất_Quảng_Trị,_nhiều_người_tháo_chạy",'',7,17,7
1835,Chuyện_nghề_bốc_mộ_Lạ_lùng_tử_thi_vẫn_còn_nguyên_da_thịt_sau_gần_10_năm_an_táng,'',7,12,7
1836,Lùm_xùm_ở_dự_án_chống_ngập_10.000_tỉ_đồng_Kết_luận_của_UBND_TP_HCM,'',7,18,7
1837,"Đánh_ghen_tàn_bạo_nhất_2018_Kiều_nữ_Thanh_Hóa_bị_lột_đồ,_xát_ớt_ngay_giữa_đường",'',7,36,7
1838,"Cứu_con_trai,_bố_bị_súng_cướp_cò_bắn_vào_bụng",'',7,11,7
1839,Chồng_sát_hại_vợ_vì_ghen_tuông_ở_Thanh_Hóa_Buốt_lòng_với_hai_đứa_trẻ_mồ_côi,'',7,22,7
1840,"Nghi_phạm_bắn_chết_Phó_chủ_tịch_HĐND_phường_trộm_2_khẩu_súng,_16_viên_đạn",'',7,27,7
1841,Vụ_bắn_nữ_Phó_Chủ_tịch_HĐND_phường_Người_vợ_nói_về_mối_quan_hệ_giữa_chồng_và_nạn_nhân,'',7,14,7
1842,Ngân_hàng_Nhà_nước_bị_truy_trách_nhiệm_về_sai_phạm_ở_DAB,'',7,19,7
1843,Nổ_súng_tại_UBND_phường_Nghi_phạm_trộm_súng_như_thế_nào,'',7,11,7
1844,Bố_dượng_hiếp_dâm_con_gái_Mẹ_rụng_rời_phát_hiện_sự_thật_khi_thấy_con_xem_phim_'đen','',7,11,7
1845,"Thắc_mắc_tiền_vé_xe_khách_tăng_thêm_100_nghìn,_người_phụ_nữ_bị_túm_tóc_đập_đầu_đến_chảy_máu_Tài_xế_lên_tiếng",'',7,26,7
1846,"Dự_báo_thời_tiết_3012_Miền_Bắc_rét_hại,_Sa_Pa_mưa_tuyết",'',7,25,7
1847,Lời_khai_rợn_người_của_nhóm_giết_người_chôn_xác_ở_Sài_Gòn,'',7,14,7
1848,Bắt_thêm_đối_tượng_trong_vụ_trộm_xe_nghi_giết_người_chôn_xác_phi_tang,'',7,12,7
1849,Chuyện_an_ninh_phía_sau_phiên_tòa_xử_Phan_Văn_Vĩnh_và_đồng_phạm,'',7,24,7
1850,"Đứng_ven_đường_cạy_móng_tay,_một_phụ_nữ_bị_cướp_'hỏi_thăm'_vì_tưởng_đang_bấm_điện_thoại",'',7,15,7
1851,Ngân_hàng_Nhà_nước_'Thủ_đoạn_của_Trần_Phương_Bình_quá_tinh_vi','',7,17,7
1852,"152_du_khách_bỏ_trốn_Xử_phạt,_chuyển_hồ_sơ_sang_cơ_quan_công_an",'',7,13,7
1853,Nhìn_lại_6_sự_cố_kỹ_thuật_hàng_không_khiến_hành_khách_thót_tim_trong_năm_2018,'',7,28,7
1854,Những_chính_sách_nổi_bật_có_hiệu_lực_từ_tháng_12019,'',7,23,7
1855,Các_chuyên_gia_lý_giải_về_thảm_kịch_27_người_chết_vì_tai_nạn_giao_thông_trong_ngày_đầu_nghỉ_Tết_Dương_lịch,'',7,17,7
1856,Cha_của_phó_chủ_tịch_HĐND_kể_khoảnh_khắc_con_gái_bị_bắn,'',7,16,7
1857,"Người_chơi_sạch_túi,_đại_lý_kiếm_bộn_tiền_qua_game_bài_Rikvip",'',7,37,7
1858,Ngày_nào_mưa_rét_nhất_trong_4_ngày_dịp_nghỉ_Tết_dương_lịch_ở_miền_Bắc,'',7,12,7
1859,Thiếu_tá_công_an_ăn_nhậu_với_đương_sự_bị_tạm_đình_chỉ,'',7,14,7
1860,Hà_Văn_Thắm_bị_khởi_tố_thêm_tội,'',7,11,7
1861,Phóng_viên_phản_ánh_nạn_'bảo_kê'_ở_chợ_Long_Biên_tố_bị_dọa_giết,'',7,15,7
1862,"Dự_báo_thời_tiết_2912_Hà_Nội_rét_hại,_Sa_Pa_0_độ",'',7,22,7
1863,Vụ_xe_Range_Rover_đâm_nữ_sinh_rồi_bỏ_chạy_Hướng_giải_quyết,'',7,13,7
1864,Mưa_lũ_gây_chia_cắt_nhiều_xã_ở_Phú_Yên,'',7,12,7
1865,"Tổng_Bí_thư,_Chủ_tịch_nước_Nguyễn_Phú_Trọng_Kiên_quyết_đấu_tranh_loại_bỏ_những_người_tham_nhũng,_hư_hỏng",'',7,16,7
1866,Cô_giáo_lái_ô_tô_tới_trình_báo_công_an_khi_nghe_thông_tin_cựu_binh_tử_nạn_nghi_do_xe_mình,'',7,11,7
1867,Học_sinh_lớp_6_lấy_30_triệu_đồng_của_bố_đi_chia_cho_cả_lớp,'',7,37,7
1868,"Clip_Phó_giám_đốc_bẻ_khóa,_trộm_đồ_trong_cốp_xe_nhanh_như_chớp",'',7,12,7
1869,Vụ_em_bé_sơ_sinh_tử_vong_ở_Sơn_La_Người_mẹ_bỏ_con_vào_bọc_nylon_để_sau_nhà_rồi_lên_giường_ngủ_tiếp,'',7,24,7
1870,Lời_hối_hận_muộn_màng_của_tài_xế_cố_tình_cán_chết_nam_sinh,'',7,34,7
1871,"Ghen_tuông,_chồng_sát_hại_tình_địch_và_đâm_trọng_thương_vợ_cũ_rồi_bỏ_trốn_ở_Sài_Gòn",'',7,12,7
1872,Ông_Nguyễn_Thành_Phong_'TP_HCM_đã_có_một_năm_nhiều_khó_khăn','',7,11,7
1873,Cha_dượng_cho_con_riêng_của_vợ_xem_phim_người_lớn_rồi_hiếp_dâm,'',7,11,7
1874,"Trần_Phương_Bình_ân_hận,_nghẹn_ngào_xin_lỗi_cựu_nhân_viên_DAB",'',7,30,7
1875,"Gần_1_giờ,_Vũ_'nhôm'_ngồi_viết_dưới_sự_giám_sát_của_cảnh_sát",'',7,11,7
1876,Những_chuyện_ngoài_hồ_sơ_của_chuyên_án_triệt_phá_đường_dây_đánh_bạc_nghìn_tỷ,'',7,42,7
1877,Giây_phút_nhóm_thanh_niên_cầm_súng_khống_chế_cả_gia_đình_cướp_hơn_2_tỷ_ở_Sài_Gòn,'',7,26,7
1878,Xử_nghiêm_cán_bộ_phường_không_chứng_tử_cho_bé_gái_tử_vong_do_tai_nạn,'',7,15,7
1879,Dự_báo_thời_tiết_2812_Hà_Nội_chìm_trong_mưa_rét,'',7,16,7
1880,Nàng_dâu_khiến_gia_đình_chồng_'thất_điên_bát_đảo'_vì_tín_dụng_đen,'',7,13,7
1881,"Tiếng_kêu_cứu_trong_khói,_lửa_và_những_vụ_cháy_nổ_nghiêm_trọng_trong_năm_2018",'',7,25,7
1882,'Lão_khùng'_Phạm_Tấn_Lực_và_hành_trình_tố_cáo_sai_phạm_ở_cao_tốc_34.000_tỷ,'',7,91,7
