id,newspaper_id,content,label,RandomForest_tfidf_label,RandomForest_word2vec_label,LogisticRegression_tfidf_label,LogisticRegression_word2vec_label,Gaussian_tfidf_label,Gaussian_word2vec_label,isTrain,average_label
3035,97,"Sau nhiều lần đồ đạc trong nhà một đi không trở_lại , vợ_chồng ông Ba_chỉ còn biết lắc_đầu ngao ngán",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3036,97,"Không chỉ ham_chơi , trộm_cắp , Hận còn đua_đòi nhậu_nhẹt để khẳng định mình là người_lớn ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3037,97,"Thời_gian gần_đây , Hận thường_xuyên say xỉn , mặt mũi lúc_nào_cũng đỏ phừng_phừng ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3038,97,"Mỗi_lần say , hắn lại quậy_phá , chửi_mắng ông bà rồi cả hàng_xóm ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3039,97,"Cách_đây không lâu , Hận có xảy_ra mâu_thuẫn với ông Ba",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3040,97," Lần đó , ông nhà_tôi thấy nó xăm trổ đầy người nên quát_mắng , bắt phải đi xóa ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3041,97,"Vậy mà không_những không nghe , nó còn vặc lại , dọa sẽ có ngày đâm_chết ông mình , bà Eo kể",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3042,97,"Để cụ_thể_hóa lời đe_dọa , Hận âm_thầm đi mua một chai thuốc sâu ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3043,97,"Bà Eo nhớ_lại  Hôm 288 , chúng_tôi đi_làm tới tận trưa mới về ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3044,97,"Do đói_bụng , tôi mới vào nhà lấy nồi cơm nấu từ sáng ra ăn thì thấy có_mùi lạ ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3045,97,"Nghĩ chắc do cơm để_nguội , tôi vẫn ăn nên bị đau_bụng , nôn_mửa rất nhiều ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3046,97,"Người_nhà phải đưa tôi đi cấp_cứu tại bệnh_viện ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3047,97,"Ngay khi mới xảy_ra chuyện , ông Ba đã nghi_ngờ vợ bị cháu_ngoại đầu_độc ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3048,97,"Nhưng đến_lúc Hận tự khai_nhận tội_lỗi tại cơ_quan công an , ông vẫn đau_lòng , không cầm nổi nước mắt",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3049,97,"Ông Ba tâm_sự  Nó bảo đã lên kế_hoạch đầu_độc hai vợ chồng tôi từ trước ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3050,97,"Mọi kịch đều sắp_đặt sẵn theo một trò_chơi game online mà nó là bang chủ ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3051,97,"Tôi nghe xong vừa thương , vừa giận cháu ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3052,97,"Nó đến nông_nỗi này cũng chỉ vì thiếu sự_quan_tâm , giáo_dục của cha_mẹ ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3053,97,"Bi_kịch dù_sao cũng xảy_ra rồi , vợ chồng tôi sẵn_lòng tha_thứ và chờ ngày cháu trở_về ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3054,97,"Tôi chỉ mong cơ_quan chức năng giúp_đỡ giáo_dục , chấn_chỉnh nó thành người tốt ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3055,97,"Nếu không , cuộc_đời còn quá dài của nó sớm_muộn cũng hỏng ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3056,97,"         Trao_đổi với người viết , chuyên_gia tâm_lý Nguyễn_An_Chất ( giám_đốc Công_ty Tư_vấn Tâm_lý An_Việt Sơn ) nhận_định  Nghiện game là nguyên_nhân trực_tiếp khiến Hận có hành_vi độc_ác với ông bà mình , tuy_nhiên sâu_xa của vụ_việc này chính là sự_thiếu_hụt giáo_dục ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3057,97,"Hận sinh_ra trong hoàn_cảnh khá éo_le , tuổi_thơ lớn_lên không bố_mẹ đã hằn lên trái_tim cậu những vết_thương khó lành ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3058,97,"Những người_thân không tìm_ra được biện_pháp giáo_dục phù_hợp khiến Hận càng sa_vào những thú_vui tiêu_cực và hậu_quả là gây_ra tội_lỗi với chính những người nuôi_nấng mình ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3059,97,"Vụ_việc trên là bài_học cho các bậc phụ_huynh trong việc quản_lý , định_hướng con_cái trước sự_cám_dỗ của các trò_chơi bạo_lực ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3060,97,"Đặc_biệt là trách_nhiệm của những người_làm cha , làm mẹ ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3061,97,"Một đứa trẻ sinh_ra và lớn_lên thiếu_thốn tình_cảm của cha_mẹ rất dễ bị cuốn vào những tệ_nạn xã_hội ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3062,97,"Nguồn  giadinh.net",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3064,98,"Nghe_thấy tiếng la_hét thất_thanh , tôi đang ngủ vội_vàng bật dậy rồi cùng mấy người hàng_xóm vội_vàng chạy sang nhà ông Thuyết ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3065,98,"Khi đến nơi , cháu Th đã nằm gục trên vũng_máu Một người_hàng_xóm cho_biết ",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3068,98,"Như tin_tức đã đưa_vào khoảng 22h30 ngày 155 , cô_dâu Đinh Thị Th  ( SN 1992 , trú_tại thôn Cổ_Phương , xã Yên_Phương , huyện Ý_Yên , Nam_Định ) bị đối_tượng Phạm_Thế_Anh ( SN 1992 ) sát_hại tại_nhà ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3070,98,"Người_thân nạn_nhân và hàng_xóm láng_giềng vẫn không_thể ngờ , cô_dâu xinh_đẹp chỉ còn 2 ngày nữa là về_nhà_chồng lại bị giết_hại dã_man đến như thế",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3071,98,"Điều đáng nói , kẻ thủ_ác lại chính là người đã từng theo_đuổi , tán_tỉnh yêu_đương nạn_nhân trong_suốt một thời_gian dài",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3072,98,"Gia đình đang tổ_chức tang_lễ cho cô_gái bất hạnh",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3073,98,"Phạm Thế_Anh sinh_ra trong một gia_đình có 3 anh_chị em , đối_tượng là con_út trong_nhà ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3074,98,"Sau_khi học xong cấp 2 , Thế Anh không theo học tiếp mà vào miền_Nam cùng chị gái đang làm_ăn trong đó",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3075,98,"Thời gian sau , Thế_Anh có đi_học nghề sửa_chữa , lắp_đặt điện nước ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3076,98,"Cuối năm 2014 , Thế_Anh về quê và lao_động kiếm_sống bằng nghề này",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3077,98,"Là người cùng xã lại học với_nhau từ hồi học_cấp 2 , nên Thế_Anh đã đem_lòng quý_mến , yêu_thương chị_Thi và cũng_được đáp_lại tình cảm",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3078,98,"Tuy nhiên , sau thời_gian yêu_đương , giữa hai người xảy_ra mâu_thuẫn tình_cảm rồi chị Thi chuyển đến làm_tại một công_ty may ở Hải_Dương ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3079,98,"Một vài lần chị Thi nói lời chia_tay nhưng Thế_Anh không đồng_ý và dọa   Nếu không yêu sẽ giết_hại  ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3080,98,"Suốt từ cuối năm 2014 đến nay , Phạm_Thế_Anh vẫn thường_xuyên_qua nhà tìm gặp_nạn nhân để nói_chuyện nhưng cô_gái này đã cắt_đứt liên_lạc với anh_ta ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3081,98,"Có lần , Thế_Anh tìm đến nhà hỏi bố_mẹ nạn_nhân thì ông_bà nói_dối rằng con_gái đã vào miền Nam làm ăn",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3082,98,"Trong thời_gian làm ở Hải_Dương thì chị Thi có người_yêu khác và chính là người chuẩn_bị tổ_chức cưới với nạn_nhân ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3083,98,"    Theo gia_đình nạn_nhân , trước_đó , có lần chị Thi tâm_sự với mẹ về việc Thế_Anh đeo_đuổi , làm_phiền và dọa giết nếu bỏ anh_ta ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3084,98,"Tuy_nhiên , gia_đình cũng chỉ nghĩ Thế_Anh dọa vậy ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3087,98," ! Nào_ngờ biết tin_người yêu cũ chuẩn_bị đi lấy_chồng , đối_tượng đã tìm đến nhà nạn_nhân ra_tay rất tàn độc ngay trên giường ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3090,98," Một người_hàng_xóm sống cạnh nhà Th cho_biết  Nghe_thấy tiếng la_hét thất_thanh , tôi đang ngủ vội_vàng bật dậy rồi cùng mấy người hàng_xóm vội_vàng chạy sang nhà ông Thuyết ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3092,98,"Khi đến nơi , cháu Th  đã nằm gục trên vũng_máu , mọi_người vội_vã đưa cháu đi cấp_cứu nhưng vết thươn quá nặng nên cháu Th  đã_không thể qua_khỏi ",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3095,98,"Sáng ngày 165 , cơ_quan cảnh_sát điều_tra Công_an tỉnh Nam_Định đã tóm gọn đối_tượng Phạm_Thế_Anh khi hắn đang lẩn_trốn ở một nhà người_quen ở Kim_Bảng , Hà Nam",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3096,98,"Ông Hoàng_Minh_Tuấn  Phó trưởng Công_an xã Yên Phương cho_biết , khoảng 22h30 , ngày 155 , công_an xã nhận_được thông_tin có vụ đâm nhau ở thôn Cổ_Phương ( Yên Phương ) ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3097,98,"Công_an xã đã phân_công lực_lượng , tiếp_cận gia_đình bị hại , bảo_vệ hiện trường",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3098,98,"Cũng theo ông Tuấn , đối_tượng Phạm_Thế_Anh ở địa_phương là người nghịch_ngợm đã từng một_vài lần đánh_nhau với thanh_niên trong xã ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3099,98,"Tuy_nhiên , Thế_Anh chưa có tiền_án , tiền sự",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3100,98,"Hỏi về nguyên_nhân vụ_việc , ông Tuấn nói   Tiếp_xúc ban_đầu với Phạm_Thế_Anh , đối_tượng nói sát_hại nạn_nhân vì trước_kia hai đứa yêu nhau , nhưng biết tin_người yêu đi lấy_chồng , không lấy_được nhau thì  giết_chết !  ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3104,98,"Trưởng thôn Cổ Phương cho_hay  Vụ_án mạng đau_lòng quá ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3105,98,"Th  ngoan_ngoãn , sắp trở_thành cô_dâu xinh_đẹp , cái_chết của Th là sự_mất_mát lớn cho gia_đình , chòm_xóm ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3108,98,"Trao đổi với PV , ông Đinh_Văn_Thăng , trưởng thôn Cổ Phương cho_biết , sau khi xảy_ra vụ_việc , gia_đình Thế_Anh cũng đã đến viếng , hỗ_trợ mai_táng 30 triệu đồng cho gia_đình nạn nhân",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3109,98,"Vụ việc vẫn đang tiếp_tục được điều_tra , làm rõ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3110,98,"Thu Trang   Nguồn  Người đưa_tin   ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3111,99," Tôi và Bàng nhảy ra khỏi xe ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3112,99,"Lúc_đó , Q  tìm_cách thoát_khỏi xe_máy , nhưng họ xông vào chém túi_bụi vào Q ",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3114,99,"Tôi bị một tên chém trúng tay nên tìm_cách chạy xuống ruộng_lúa thoát_thân ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3115,99,"Một trong_số ba nạn_nhân kể_lại ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3116,99,"Theo lời người_dân_làng chài xã Mỹ_Đức ( huyện Phù_Mỹ , tỉnh Bình_Định ) , suốt hơn 30 năm qua , chưa_hề xảy_ra vụ_án mạng kinh_hoàng như_thế ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3117,99,"Thi_thể nạn_nhân Trần Văn Q  ( 21 tuổi ) , con_ruột ông Trần_Văn_Châu ( 54 tuổi ) , ngụ thôn Tân_Phú , xã Mỹ_Đức ) được đưa_về gia_đình tổ_chức tang_lễ ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3119,99,"Anh Q  tử_vong vì liên_quan đến vụ truy_sát kinh_hoàng trước_đó ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3121,99,"Anh Q   đi dự tiệc_cưới tại nhà người_bạn trai tên Hơn ở cùng xã ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3123,99,"Trong tiệc_vui còn có hai người_bạn Nguyễn_Thanh_Lê ( 22 tuổi , ngụ thôn Tân_Phú , xã Mỹ_Đức ) và Võ_Văn_Bàng ( 21 tuổi , ở xã Mỹ_Thọ , huyện Phù_Mỹ ) ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3124,99,"Đến khoảng 20h30 cùng ngày , mọi_người ra về cùng món_quà nhỏ cô_dâu chú_rể trao tặng",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3125,99,"Thắp nén_nhang trên ban thờ người_bạn , anh Lê_thuật_lại  Tôi với Q  không_chỉ là hàng_xóm , là bạn đi_biển mà còn là bạn_thân_thiết ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3127,99,"Bàng ở xã bên mà đường_về hẻo_lánh , nên Q  cầm_lái chở tôi và Bàng ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3129,99,"Khi xe_máy đèo cả ba người đến đoạn_đường gần cầu Phú_Hà ( thôn Phú_Hà , xã Mỹ_Đức ) , thấy một xe_máy chở ba người mặt bịt khẩu_trang , tay_cầm hung_khí ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3130,99,"Nghĩ rằng không có mâu_thuẫn gì với họ , nên xe chúng_tôi tiếp_tục chạy ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3131,99,"Khi   đến trước một tiệm sửa xe Honda thuộc đội 11 , thôn Phú_Hà , bất_ngờ xe mấy_người kia đuổi_theo ép_sát ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3132,99,"Tôi và Bàng nhảy ra khỏi xe ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3133,99,"Lúc_đó , Q  tìm_cách thoát_khỏi xe_máy , nhưng họ xông vào chém túi_bụi vào Q ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3135,99,"Tôi bị một tên chém trúng tay nên tìm_cách chạy xuống ruộng_lúa thoát_thân ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3137,99,"Anh Bàng_tiếp lời  Khi chém Q  ngã_gục , chúng nhắm vào tôi và Lê ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3139,99,"Lúc_này , mạnh ai tìm_cách thoát_nạn ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3140,99,"Tôi chạy được một đoạn chừng 50m thì thấy một tiệm uốn_tóc mở cửa , nên chạy vào ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3141,99,"Thấy hàng_rào lưới B40 cao không_thể qua được , tôi đảo_mắt thấy bồn chứa_nước trên đầu",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3142,99," Thế_là , tôi leo lên đó ẩn_nấp ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3143,99,"Tôi nghe tên lao_vào hỏi  Có thằng chạy vào trong_này , mày thấy nó không  ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3144,99,"    Ngày sau khi án_mạng xảy_ra , bằng các biện_pháp nghiệp_vụ , Công_an huyện Phù_Mỹ đã xác_định ba nghi can trong vụ trọng_án gồm La_Bá Tùng ( 22 tuổi ) , Hà_Văn_Tuấn ( 19 tuổi ) , cùng ngụ thôn Hoà_Tân , xã Mỹ_Đức ; Nguyễn_Văn_Phụng ( 29 tuổi , ngụ thôn Vạn_Phú , xã Mỹ_Lộc , Phù_Mỹ ) ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3145,99,"Chiều ngày 65 , Tùng và Tuấn đến cơ_quan công_an đầu_thú ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3146,99,"Đến ngày 75 , nghi can Phụng cũng ra đầu_thú với cơ_quan công an",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3147,99,"Ông Nguyễn_Phúc , Trưởng thôn Phú_Hà cho_biết  Tại đội 11 , thôn Phú Hà   xảy_ra một vụ giết_người kinh_hoàng khiến người_dân quanh vùng hoang_mang , kinh_hãi ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3148,99,"Đây là một vụ_việc hết_sức nghiêm_trọng làm_chết một người tuổi_đời còn quá trẻ ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3149,99,"Nơi đây , từ trước đến nay chưa_hề xảy_ra vụ đánh_nhau gây thương_tích , vậy_mà lại xảy_ra trọng_án , hành_động của những thanh_niên hung_hãn khác_chi những cảnh trong các bộ phim hành_động ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3150,99,"Cũng theo vị cán_bộ công_an này , trước_khi vụ_án nêu trên xảy_ra , cả ba đối_tượng Phụng , Tùng , Tuấn đều là những đối_tượng bị theo_dõi trong một vụ_án hình sự_khác ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3151,99,"Hiện , Công_an tỉnh Bình_Định đã ra_quyết_định tạm_giữ với La_Bá Tùng ( 22 tuổi ) , Hà_Văn_Tuấn ( 19 tuổi , cùng ngụ thôn Hoà_Tân , xã Mỹ_Đức ) và Nguyễn_Văn_Phụng ( 29 tuổi , ngụ thôn Vạn_Phú , xã Mỹ_Lộc , huyện Phù_Mỹ ) , người gây_ra cái_chết của anh Trần Văn Q  ( 21 tuổi , ngụ thôn Tân_Phú , xã Mỹ_Đức ) để tiếp_tục điều_tra , xử lý",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3153,99,"Thu Trang ( tổng_hợp ) Nguồn  Người đưa_tin   ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3154,100,"Chưa đầy 2 tuần , sau_khi bị em_rể Dũng mặt_sắt là Nguyễn HữuVinh ( biệt_danh Vinh Trắng ) xông vào hành_hung và đập_phá nhiều tài_sản , đến đến1h20 ngày 09082014 , ngôi_nhà số 4 Xuân Diệu ( P.Trần Phú , TP.Móng Cái , tỉnh QuảngNinh ) tiếp_tục bị 2 kẻ lạ vứt quả mìn tự_tạo vào trong_nhà ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3157,100,"Từ oán_thù trong quá_khứ  Vụ phục_kích , truy_sát đối_thủ bên bờ_sông Ka_Long của nhóm côn đồ Móng_Cái ( Quảng_Ninh ) vào ngày 932012 , dẫn đến cái_chết thương_tâm của anh Lưu_Hồng_Việt tưởng_chừng đã chìm vào quên_lãng , nhưng sự_hận_thù của nhóm côn đồ này vẫn kéo_dài mãi cho_đến nay",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3158,100,"Tận mắt chứng_kiến cảnh bạn mình bị nhóm côn_đồ cầm kiếm , đuổi đánh từ ngoài_đường cái vào gần bờ_sông Ka_Long và bị vất_xuống sông , anhT.A vẫn chưa hết bàng_hoàng ",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3160,100,"Anh T.A kể_lại vụ_việc với PV , như mọi ngày , Việt và anh cùng một người_bạn nữa xuống đón hàng ở đường_biên , khi đi cũng không phòng bị gì , bất_ngờ bị hàng chục đàn_em nổi_tiếng khát_máu của Vinh Trắng là Cường Cao , Hà_Tí Tồ , Hùng_Ve , Tuyển Chó phục_kích , đánh_chết ",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3162,100,"Lý_do hết sức đơn giản chỉ vì Việt không chịu khuất_phục Vinh",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3163,100,"Trước sự_hung_hãn của nhóm đàn_em Vinh Trắng , anh T.A , Việt và bạn Việt kinh_hoàng bỏ_chạy ra phía bờ_sông để thoát_thân ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3165,100,"Việt không_may bị trượt chân nên đã bị nhóm côn_đồ này thỏa_sức đâm_chém , sau_đó chúng bế xác Việt vất xuống sông Ka_Long ",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3166,100,"Chừng nửa tiếng , sau_khi nhóm côn_đồ  đàn_em Vinh Trắng bỏ đi , anh mới quay_lại hiện_trường và vớt xác Việt đưa đi cấp_cứu tại Bệnh viện đa khoa Móng cái , nhưng Việt đã chết ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3167,100,"Theo chẩn_đoán ban_đầu , vết rách trên đầu và vết cứa trên đùi vào động_mạch đã khiến nạn_nhân mất quá nhiều máu dẫn đến kiệt sức và chết đuối",2,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3168,100,"Anh Lưu_Hồng_Việt bị nhóm côn_đồ  đàn_em Vinh Trắng truy_sát tại bờ_sông Ka_Long ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3169,100,"Việt đã chết sau_đó , nhưng đến nay oán_thù vẫn chưa nguôi",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3170,100," Hôm_đó , Vinh_Trắng cũng có_mặt trực_tiếp tại hiện trường nhưng không hiểu sao hắn vô sự , nhóm đàn_em thì chỉ có 1 người bị xử vì tội giết người , còn_lại thì chỉ bị xử tội gây_rối trật_tự công_cộng , án nặng nhất_là 12 tháng tù giam , anh T.A kinh_ngạc kể_lại sự việc",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3172,100,"Cũng theo anh T.A , sau vụ_án , Vinh Trắng nhanh_chóng nảy số , hắn ra_sức chèn_ép các đối_thủ khác , trong_đó có anh , nhưng chưa khi_nào anh chấp nhận theo Vinh ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3174,100,"Và cũng từ ngày đó , anh T.A bỏ nghề_buôn_bán tiểu_ngạch về thành lập công_ty và làm_ăn chân_chính theo đúng nghĩa",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3176,100," Nhưng từ ngày đế_chế Dũng mặt_sắt sụp_đổ , là đàn_em tin cậy của Dũng , Vinh Trắng ra_sức khẳng_định thanh_thế ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3177,100,"Mang trong_lòng nỗi oán_thù từ 2 năm trước , mình biết_chắc Vinh sẽ tìm_cách gây_sự với mình đầu_tiên , anh T.A nói",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3179,100,"Đúng như dự_đoán , đến khoảng khoảng 15h30 chiều 28072014 , vừa mở cửa_nhà , anh Phạm_Tuấn_Anh bất_ngờ bị Nguyễn_Hữu_Vinh xông vào tấn công tới tấp , liền sau_đó là cảnh đập_phá đồ_đạc trong nhà tại tiệm cầm_đồ ở số 4 Xuân Diệu , P.Trần Phú , TP.Móng Cái , tỉnh Quảng Ninh",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3182,100,"Chưa hết bàng_hoàng , anh Phạm_Tuấn_Anh kể , lúc_đó mình đang ngủ thì bị tiếng đập_cửa uỳnh uỳnh đánh_thức ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3183,100,"Khi vừa mở cửa_ra thì bất_ngờ bịanh Vinh đánh_tới tấp kèm những lời hăm_dọa giết ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3184,100,"Quá sợ_hãi , mình chạy vào buồngVinh vẫn không buông_tha , lao theo để truy sát",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3185,100,"Thời điểm_đó có một người vào can_ngăn thì anh Vinh giằng lấy 2 chiếc điện_thoại iPhone 4S ném trúng người_mình , rơi vỡ tung_tóe dưới nền ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3186,100,"Tiếp đó Vinh_ra cửa_nhà bê một cục bê_tông khoảng 20kg ném thẳng vào mình , nhưng rất may anh T.A né được ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3188,100,"    Anh_Tuấn tìm thấy túi là dười gầm xe Camry của mình",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3189,100,"Chiếc điện_thoại Nokia và dây_điện nối lạ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3190,100,"Những chiếc đinh sắt được tìm thấy trong chiếc túi lạ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3191,100,"   Không dừng_lại ở_đó , anh Vinh còn ra ngoài quán_nước cầm cái điếu cày vào nhà đập_phá xe_máy và 2 tủ gỗ ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3192,100,"Sau_đó anh Vinh gọi_thêm 5 người nữa đến hăm_dọa ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3193,100,"Chỉ_khi thấy công_an phường Trần_Phú_do anh T.A gọi đến , tất_cả mới bỏ đi",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3195,100,"Chưa đầy 2 tuần sau vụ Vinh_Trắng truy_sát , đập_phá_nhà , vào khoảng 1h20 ngày 09/08/2014 , nhà anh_Tuấn anh lại tiếp_tục bị 2 kẻ lạ vứt quả mìn tự_tạo vào trong",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3196,100,"Theo camera chống trộm ghi_lại thì vào_lúc 1h20 ngày 0908 , trời_tối như_bưng kèm mưa_rào , bất_ngờ có 2 nam thanh_niên độ_tuổi từ 25 đến 35 tuổi , người cao dong_dỏng , mặt bịt khẩu_trang , mặc_quần_áo mưa , đầu đội mũ_cối , đi trên một chiếc xe_máy vành đúc dừng trước_cửa_nhà ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3197,100,"Ngay sau_khi xe đỗ lại , thanh_niên ngồi đằng_sau xe bê một vật gì_đó mang vứt thẳng vào cửa_nhà anh Tuấn Anh rồi tẩu_thoát nhanh chóng",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3198,100,"Chia sẻ với PV , anh_Tuấn Anh cho_biết , trước thời_điểm bị đặt mìn vào nhà 2 ngày , anh đã thấy 2 đàn_em của Vinh Trắng rình_rập trước_cửa nhà mình ",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL
3199,100,"Tuy đã cảnh_giác , nhưng không nghĩ chúng lại liều_lĩnh đến vậy ",0,1,NULL,NULL,NULL,NULL,NULL,1,NULL
